URL,Listing Title,Price,Price Frequency,District,location,Beds,Baths,Area,Residential Type,Phone,amenities,Deed Location,Furnishing,Reactivated Date,Agency Name,Agent Name
https://www.bayut.sa/en/property/details-87594150.html,"Apartment for Rent in Al Sharafiyah, West Riyadh","18,000",Yearly,Al Sharafiyah,"Al Sharafiyah, West Riyadh, Riyadh",1,1,30 Sq. M.,Apartment,-5584,"ATM Facility, Air Conditioning, Close to Main Roads, Close to Metro Station, Electricity, Fiber Optics, Fixed Phone, Flood Drainage, Hospitals, Mosque, Schools, Sewerage, Shopping Malls, Water Supply",,Unfurnished,27 October 2024,Darwaza Al Nasiriyah Real Estate Office,Darwaza Al Nasiriyah Real Estate Office
https://www.bayut.sa/en/property/details-87685870.html,"Apartment For Rent in Al Khalidiyah, Riyadh","18,000",Yearly,Al Khalidiyah,"Al Khalidiyah, Central Riyadh, Riyadh",1,1,210 Sq. M.,Apartment,-2260,"Electricity, Fiber Optics, Fixed Phone, Flood Drainage, Sewerage, Water Supply",حي الخالدية بمدينة الرياض .,Unfurnished,7 July 2025,Moath Mohammed Real Estate Company,Moath CO
https://www.bayut.sa/en/property/details-87594150.html,"Apartment for Rent in Al Sharafiyah, West Riyadh","18,000",Yearly,Al Sharafiyah,"Al Sharafiyah, West Riyadh, Riyadh",1,1,30 Sq. M.,Apartment,-5584,"ATM Facility, Air Conditioning, Close to Main Roads, Close to Metro Station, Electricity, Fiber Optics, Fixed Phone, Flood Drainage, Hospitals, Mosque, Schools, Sewerage, Shopping Malls, Water Supply",,Unfurnished,27 October 2024,Darwaza Al Nasiriyah Real Estate Office,Darwaza Al Nasiriyah Real Estate Office
https://www.bayut.sa/en/property/details-87685870.html,"Apartment For Rent in Al Khalidiyah, Riyadh","18,000",Yearly,Al Khalidiyah,"Al Khalidiyah, Central Riyadh, Riyadh",1,1,210 Sq. M.,Apartment,-2260,"Electricity, Fiber Optics, Fixed Phone, Flood Drainage, Sewerage, Water Supply",حي الخالدية بمدينة الرياض .,Unfurnished,7 July 2025,Moath Mohammed Real Estate Company,Moath CO
https://www.bayut.sa/en/property/details-87594150.html,"Apartment for Rent in Al Sharafiyah, West Riyadh","18,000",Yearly,Al Sharafiyah,"Al Sharafiyah, West Riyadh, Riyadh",1,1,30 Sq. M.,Apartment,-5584,"ATM Facility, Air Conditioning, Close to Main Roads, Close to Metro Station, Electricity, Fiber Optics, Fixed Phone, Flood Drainage, Hospitals, Mosque, Schools, Sewerage, Shopping Malls, Water Supply",,Unfurnished,27 October 2024,Darwaza Al Nasiriyah Real Estate Office,Darwaza Al Nasiriyah Real Estate Office
https://www.bayut.sa/en/property/details-87678443.html,Riyadh - Nemar District 3020,"20,000",Yearly,Dahiat Namar,"Dahiat Namar, West Riyadh, Riyadh",3,2,333 Sq. M.,Apartment,-5005,Electricity,حي ضاحية نمار في مدينة الرياض,Unfurnished,12 June 2025,,
https://www.bayut.sa/en/property/details-87589509.html,"Apartment for rent Al Marwa, South Riyadh","20,000",Yearly,Al Marwa,"Al Marwa, South Riyadh, Riyadh",1,1,90 Sq. M.,Apartment,-2043,"ATM Facility, Hospitals, Mosque, Schools, Shopping Malls",,Unfurnished,18 March 2025,,
https://www.bayut.sa/en/property/details-87683005.html,A unique apartment for rent in the Al-Izdihar neighborhood,"20,000",Yearly,Al Izdihar,"Al Izdihar, East Riyadh, Riyadh",1,1,50 Sq. M.,Apartment,-8829,"Electricity, Sewerage, Water Supply",,Unfurnished,26 June 2025,Khalid Ibrahim Omar Issa Real Estate Establishment,Al-Bara' Khalil
https://www.bayut.sa/en/property/details-87589509.html,"Apartment for rent Al Marwa, South Riyadh","20,000",Yearly,Al Marwa,"Al Marwa, South Riyadh, Riyadh",1,1,90 Sq. M.,Apartment,-2043,"ATM Facility, Hospitals, Mosque, Schools, Shopping Malls",,Unfurnished,18 March 2025,,
https://www.bayut.sa/en/property/details-87683005.html,A unique apartment for rent in the Al-Izdihar neighborhood,"20,000",Yearly,Al Izdihar,"Al Izdihar, East Riyadh, Riyadh",1,1,50 Sq. M.,Apartment,-8829,"Electricity, Sewerage, Water Supply",,Unfurnished,26 June 2025,Khalid Ibrahim Omar Issa Real Estate Establishment,Al-Bara' Khalil
https://www.bayut.sa/en/property/details-87700205.html,"Apartment for rent on Khuzam Street, Al-Dhahra District, Riyadh City, Riyadh Region","20,000",Yearly,Dhahrat Laban,"Dhahrat Laban, West Riyadh, Riyadh",2,1,625 Sq. M.,Apartment,-1036,"Electricity, Sewerage, Water Supply",حي ظهرة لبن في مدينة الرياض,Unfurnished,23 July 2025,Nufouth Real Estate Development,Yaser Suliman
https://www.bayut.sa/en/property/details-87589509.html,"Apartment for rent Al Marwa, South Riyadh","20,000",Yearly,Al Marwa,"Al Marwa, South Riyadh, Riyadh",1,1,90 Sq. M.,Apartment,-2043,"ATM Facility, Hospitals, Mosque, Schools, Shopping Malls",,Unfurnished,18 March 2025,,
https://www.bayut.sa/en/property/details-87683005.html,A unique apartment for rent in the Al-Izdihar neighborhood,"20,000",Yearly,Al Izdihar,"Al Izdihar, East Riyadh, Riyadh",1,1,50 Sq. M.,Apartment,-8829,"Electricity, Sewerage, Water Supply",,Unfurnished,26 June 2025,Khalid Ibrahim Omar Issa Real Estate Establishment,Al-Bara' Khalil
https://www.bayut.sa/en/property/details-87700205.html,"Apartment for rent on Khuzam Street, Al-Dhahra District, Riyadh City, Riyadh Region","20,000",Yearly,Dhahrat Laban,"Dhahrat Laban, West Riyadh, Riyadh",2,1,625 Sq. M.,Apartment,-1036,"Electricity, Sewerage, Water Supply",حي ظهرة لبن في مدينة الرياض,Unfurnished,23 July 2025,Nufouth Real Estate Development,Yaser Suliman
https://www.bayut.sa/en/property/details-87589509.html,"Apartment for rent Al Marwa, South Riyadh","20,000",Yearly,Al Marwa,"Al Marwa, South Riyadh, Riyadh",1,1,90 Sq. M.,Apartment,-2043,"ATM Facility, Hospitals, Mosque, Schools, Shopping Malls",,Unfurnished,18 March 2025,,
https://www.bayut.sa/en/property/details-87683005.html,A unique apartment for rent in the Al-Izdihar neighborhood,"20,000",Yearly,Al Izdihar,"Al Izdihar, East Riyadh, Riyadh",1,1,50 Sq. M.,Apartment,-8829,"Electricity, Sewerage, Water Supply",,Unfurnished,26 June 2025,Khalid Ibrahim Omar Issa Real Estate Establishment,Al-Bara' Khalil
https://www.bayut.sa/en/property/details-87700205.html,"Apartment for rent on Khuzam Street, Al-Dhahra District, Riyadh City, Riyadh Region","20,000",Yearly,Dhahrat Laban,"Dhahrat Laban, West Riyadh, Riyadh",2,1,625 Sq. M.,Apartment,-1036,"Electricity, Sewerage, Water Supply",حي ظهرة لبن في مدينة الرياض,Unfurnished,23 July 2025,Nufouth Real Estate Development,Yaser Suliman
https://www.bayut.sa/en/property/details-87618363.html,"Apartment for rent on Al-Azhar Street, Al-Nazah Neighborhood, Riyadh City, Riyadh Region","21,000",Yearly,Al Nuzhah,"Al Nuzhah, North Riyadh, Riyadh",1,1,152 Sq. M.,Apartment,-2483,"ATM Facility, Close to Metro Station, Electricity, Hospitals, Mosque, Schools, Shopping Malls",حي عتيقة بمدينة الرياض .,Unfurnished,24 February 2025,Pioneering Directions Trading Company,Raghad
https://www.bayut.sa/en/property/details-87618385.html,"Apartment for rent on Al Hamidi Street, King Salman neighborhood, Riyadh city, Riyadh region","21,000",Yearly,King Salman,"King Salman, Riyadh",1,1,152 Sq. M.,Apartment,-2482,"ATM Facility, Close to Metro Station, Electricity, Hospitals, Mosque, Schools, Shopping Malls",حي عتيقة بمدينة الرياض .,Unfurnished,24 February 2025,Pioneering Directions Trading Company,Alaa
https://www.bayut.sa/en/property/details-87618363.html,"Apartment for rent on Al-Azhar Street, Al-Nazah Neighborhood, Riyadh City, Riyadh Region","21,000",Yearly,Al Nuzhah,"Al Nuzhah, North Riyadh, Riyadh",1,1,152 Sq. M.,Apartment,-2483,"ATM Facility, Close to Metro Station, Electricity, Hospitals, Mosque, Schools, Shopping Malls",حي عتيقة بمدينة الرياض .,Unfurnished,24 February 2025,Pioneering Directions Trading Company,Raghad
https://www.bayut.sa/en/property/details-87618385.html,"Apartment for rent on Al Hamidi Street, King Salman neighborhood, Riyadh city, Riyadh region","21,000",Yearly,King Salman,"King Salman, Riyadh",1,1,152 Sq. M.,Apartment,-2482,"ATM Facility, Close to Metro Station, Electricity, Hospitals, Mosque, Schools, Shopping Malls",حي عتيقة بمدينة الرياض .,Unfurnished,24 February 2025,Pioneering Directions Trading Company,Alaa
https://www.bayut.sa/en/property/details-87618363.html,"Apartment for rent on Al-Azhar Street, Al-Nazah Neighborhood, Riyadh City, Riyadh Region","21,000",Yearly,Al Nuzhah,"Al Nuzhah, North Riyadh, Riyadh",1,1,152 Sq. M.,Apartment,-2483,"ATM Facility, Close to Metro Station, Electricity, Hospitals, Mosque, Schools, Shopping Malls",حي عتيقة بمدينة الرياض .,Unfurnished,24 February 2025,Pioneering Directions Trading Company,Raghad
https://www.bayut.sa/en/property/details-87618385.html,"Apartment for rent on Al Hamidi Street, King Salman neighborhood, Riyadh city, Riyadh region","21,000",Yearly,King Salman,"King Salman, Riyadh",1,1,152 Sq. M.,Apartment,-2482,"ATM Facility, Close to Metro Station, Electricity, Hospitals, Mosque, Schools, Shopping Malls",حي عتيقة بمدينة الرياض .,Unfurnished,24 February 2025,Pioneering Directions Trading Company,Alaa
https://www.bayut.sa/en/property/details-87664542.html,"Apartment for rent in Tuwaiq, west Riyadh","21,600",Yearly,Tuwaiq,"Tuwaiq, West Riyadh, Riyadh",1,1,30 Sq. M.,Apartment,,"Electricity, Sewerage, Water Supply",,Unfurnished,13 July 2025,Gulf of Aqaba Real Estate Company,Gulf of Aqaba Real Estate Company
https://www.bayut.sa/en/property/details-87664542.html,"Apartment for rent in Tuwaiq, west Riyadh","21,600",Yearly,Tuwaiq,"Tuwaiq, West Riyadh, Riyadh",1,1,30 Sq. M.,Apartment,-2404,"Electricity, Sewerage, Water Supply",,Unfurnished,13 July 2025,Gulf of Aqaba Real Estate Company,Gulf of Aqaba Real Estate Company
https://www.bayut.sa/en/property/details-87664542.html,"Apartment for rent in Tuwaiq, west Riyadh","21,600",Yearly,Tuwaiq,"Tuwaiq, West Riyadh, Riyadh",1,1,30 Sq. M.,Apartment,-2404,"Electricity, Sewerage, Water Supply",,Unfurnished,13 July 2025,Gulf of Aqaba Real Estate Company,Gulf of Aqaba Real Estate Company
https://www.bayut.sa/en/property/details-87664542.html,"Apartment for rent in Tuwaiq, west Riyadh","21,600",Yearly,Tuwaiq,"Tuwaiq, West Riyadh, Riyadh",1,1,30 Sq. M.,Apartment,-2404,"Electricity, Sewerage, Water Supply",,Unfurnished,13 July 2025,Gulf of Aqaba Real Estate Company,Gulf of Aqaba Real Estate Company
https://www.bayut.sa/en/property/details-87664542.html,"Apartment for rent in Tuwaiq, west Riyadh","21,600",Yearly,Tuwaiq,"Tuwaiq, West Riyadh, Riyadh",1,1,30 Sq. M.,Apartment,-2404,"Electricity, Sewerage, Water Supply",,Unfurnished,13 July 2025,Gulf of Aqaba Real Estate Company,Gulf of Aqaba Real Estate Company
https://www.bayut.sa/en/property/details-87664542.html,"Apartment for rent in Tuwaiq, west Riyadh","21,600",Yearly,Tuwaiq,"Tuwaiq, West Riyadh, Riyadh",1,1,30 Sq. M.,Apartment,-2404,"Electricity, Sewerage, Water Supply",,Unfurnished,13 July 2025,Gulf of Aqaba Real Estate Company,Gulf of Aqaba Real Estate Company
https://www.bayut.sa/en/property/details-87664542.html,"Apartment for rent in Tuwaiq, west Riyadh","21,600",Yearly,Tuwaiq,"Tuwaiq, West Riyadh, Riyadh",1,1,30 Sq. M.,Apartment,-2404,"Electricity, Sewerage, Water Supply",,Unfurnished,13 July 2025,Gulf of Aqaba Real Estate Company,Gulf of Aqaba Real Estate Company
https://www.bayut.sa/en/property/details-87664542.html,"Apartment for rent in Tuwaiq, west Riyadh","21,600",Yearly,Tuwaiq,"Tuwaiq, West Riyadh, Riyadh",1,1,30 Sq. M.,Apartment,-2404,"Electricity, Sewerage, Water Supply",,Unfurnished,13 July 2025,Gulf of Aqaba Real Estate Company,Gulf of Aqaba Real Estate Company
https://www.bayut.sa/en/property/details-87664542.html,"Apartment for rent in Tuwaiq, west Riyadh","21,600",Yearly,Tuwaiq,"Tuwaiq, West Riyadh, Riyadh",1,1,30 Sq. M.,Apartment,-2404,"Electricity, Sewerage, Water Supply",,Unfurnished,13 July 2025,Gulf of Aqaba Real Estate Company,Gulf of Aqaba Real Estate Company
https://www.bayut.sa/en/property/details-87597522.html,"Studio for rent in East Riyadh, Ashabia, Seville","22,000",Yearly,Ishbiliyah,"Ishbiliyah, East Riyadh, Riyadh",1,1,312 Sq. M.,Apartment,-5061,"Electricity, Fiber Optics, Fixed Phone, Flood Drainage, Sewerage, Water Supply",حي الصواري في مدينة الخبر,Unfurnished,2 May 2025,Oma Real Estate Services Company,Oma Real Estate4
https://www.bayut.sa/en/property/details-87626568.html,Sand neighborhood,"22,000",Yearly,Al Rimal,"Al Rimal, East Riyadh, Riyadh",1,1,"2,646 Sq. M.",Rest House,,"Electricity, Fiber Optics, Water Supply",حي الرمال في مدينة الرياض,Unfurnished,12 June 2025,Dar Al Ayyadi Real Estate Company,Dar Al Ayyadi Real Estate Company
https://www.bayut.sa/en/property/details-87597522.html,"Studio for rent in East Riyadh, Ashabia, Seville","22,000",Yearly,Ishbiliyah,"Ishbiliyah, East Riyadh, Riyadh",1,1,312 Sq. M.,Apartment,-5061,"Electricity, Fiber Optics, Fixed Phone, Flood Drainage, Sewerage, Water Supply",حي الصواري في مدينة الخبر,Unfurnished,2 May 2025,Oma Real Estate Services Company,Oma Real Estate4
https://www.bayut.sa/en/property/details-87626568.html,Sand neighborhood,"22,000",Yearly,Al Rimal,"Al Rimal, East Riyadh, Riyadh",1,1,"2,646 Sq. M.",Rest House,-2525,"Electricity, Fiber Optics, Water Supply",حي الرمال في مدينة الرياض,Unfurnished,12 June 2025,Dar Al Ayyadi Real Estate Company,Dar Al Ayyadi Real Estate Company
https://www.bayut.sa/en/property/details-87597522.html,"Studio for rent in East Riyadh, Ashabia, Seville","22,000",Yearly,Ishbiliyah,"Ishbiliyah, East Riyadh, Riyadh",1,1,312 Sq. M.,Apartment,-5061,"Electricity, Fiber Optics, Fixed Phone, Flood Drainage, Sewerage, Water Supply",حي الصواري في مدينة الخبر,Unfurnished,2 May 2025,Oma Real Estate Services Company,Oma Real Estate4
https://www.bayut.sa/en/property/details-87626568.html,Sand neighborhood,"22,000",Yearly,Al Rimal,"Al Rimal, East Riyadh, Riyadh",1,1,"2,646 Sq. M.",Rest House,-2525,"Electricity, Fiber Optics, Water Supply",حي الرمال في مدينة الرياض,Unfurnished,12 June 2025,Dar Al Ayyadi Real Estate Company,Dar Al Ayyadi Real Estate Company
https://www.bayut.sa/en/property/details-87597522.html,"Studio for rent in East Riyadh, Ashabia, Seville","22,000",Yearly,Ishbiliyah,"Ishbiliyah, East Riyadh, Riyadh",1,1,312 Sq. M.,Apartment,-5061,"Electricity, Fiber Optics, Fixed Phone, Flood Drainage, Sewerage, Water Supply",حي الصواري في مدينة الخبر,Unfurnished,2 May 2025,Oma Real Estate Services Company,Oma Real Estate4
https://www.bayut.sa/en/property/details-87626568.html,Sand neighborhood,"22,000",Yearly,Al Rimal,"Al Rimal, East Riyadh, Riyadh",1,1,"2,646 Sq. M.",Rest House,-2525,"Electricity, Fiber Optics, Water Supply",حي الرمال في مدينة الرياض,Unfurnished,12 June 2025,Dar Al Ayyadi Real Estate Company,Dar Al Ayyadi Real Estate Company
https://www.bayut.sa/en/property/details-87678442.html,Riyadh - Namar Suburb 3020,"22,000",Yearly,Dahiat Namar,"Dahiat Namar, West Riyadh, Riyadh",3,2,450 Sq. M.,Apartment,-5005,Electricity,حي ضاحية نمار في مدينة الرياض,Unfurnished,12 June 2025,,
https://www.bayut.sa/en/property/details-87597522.html,"Studio for rent in East Riyadh, Ashabia, Seville","22,000",Yearly,Ishbiliyah,"Ishbiliyah, East Riyadh, Riyadh",1,1,312 Sq. M.,Apartment,-5061,"Electricity, Fiber Optics, Fixed Phone, Flood Drainage, Sewerage, Water Supply",حي الصواري في مدينة الخبر,Unfurnished,2 May 2025,Oma Real Estate Services Company,Oma Real Estate4
https://www.bayut.sa/en/property/details-87626568.html,Sand neighborhood,"22,000",Yearly,Al Rimal,"Al Rimal, East Riyadh, Riyadh",1,1,"2,646 Sq. M.",Rest House,-2525,"Electricity, Fiber Optics, Water Supply",حي الرمال في مدينة الرياض,Unfurnished,12 June 2025,Dar Al Ayyadi Real Estate Company,Dar Al Ayyadi Real Estate Company
https://www.bayut.sa/en/property/details-87688068.html,One-bedroom apartment for rent in Al-Yarmouk,"22,000",Yearly,Al Yarmuk,"Al Yarmuk, East Riyadh, Riyadh",1,1,999 Sq. M.,Apartment,-2267,"Electricity, Water Supply",حي اليرموك في مدينة الرياض,Unfurnished,10 July 2025,,ماجد خالد ماجد بن دراّن
https://www.bayut.sa/en/property/details-87688067.html,One-bedroom apartment for rent in Al-Munsiyah,"22,000",Yearly,Al Munsiyah,"Al Munsiyah, East Riyadh, Riyadh",1,1,150 Sq. M.,Apartment,-2267,"Electricity, Water Supply",,Unfurnished,10 July 2025,,ماجد خالد ماجد بن دراّن
https://www.bayut.sa/en/property/details-87688037.html,"For annual rent, a singles apartment in Riyadh, Al-Malik Faisal neighborhood – Offer number 1126.","22,000",Yearly,King Faisal,"King Faisal, East Riyadh, Riyadh",1,1,796 Sq. M.,Apartment,-8628,"ATM Facility, Air Conditioning, Close to Main Roads, Electricity, Floor Number: 1, Hospitals, Mosque, Schools, Sewerage, Shopping Malls, Water Supply",حي الملك فيصل بمدينة الرياض .,Unfurnished,10 July 2025,Rimaz Mishal Fraih AlMutairi,Al-Furaih Real Estate Company
https://www.bayut.sa/en/property/details-87597522.html,"Studio for rent in East Riyadh, Ashabia, Seville","22,000",Yearly,Ishbiliyah,"Ishbiliyah, East Riyadh, Riyadh",1,1,312 Sq. M.,Apartment,-5061,"Electricity, Fiber Optics, Fixed Phone, Flood Drainage, Sewerage, Water Supply",حي الصواري في مدينة الخبر,Unfurnished,2 May 2025,Oma Real Estate Services Company,Oma Real Estate4
https://www.bayut.sa/en/property/details-87626568.html,Sand neighborhood,"22,000",Yearly,Al Rimal,"Al Rimal, East Riyadh, Riyadh",1,1,"2,646 Sq. M.",Rest House,-2525,"Electricity, Fiber Optics, Water Supply",حي الرمال في مدينة الرياض,Unfurnished,12 June 2025,Dar Al Ayyadi Real Estate Company,Dar Al Ayyadi Real Estate Company
https://www.bayut.sa/en/property/details-87597522.html,"Studio for rent in East Riyadh, Ashabia, Seville","22,000",Yearly,Ishbiliyah,"Ishbiliyah, East Riyadh, Riyadh",1,1,312 Sq. M.,Apartment,-5061,"Electricity, Fiber Optics, Fixed Phone, Flood Drainage, Sewerage, Water Supply",حي الصواري في مدينة الخبر,Unfurnished,2 May 2025,Oma Real Estate Services Company,Oma Real Estate4
https://www.bayut.sa/en/property/details-87626568.html,Sand neighborhood,"22,000",Yearly,Al Rimal,"Al Rimal, East Riyadh, Riyadh",1,1,"2,646 Sq. M.",Rest House,-2525,"Electricity, Fiber Optics, Water Supply",حي الرمال في مدينة الرياض,Unfurnished,12 June 2025,Dar Al Ayyadi Real Estate Company,Dar Al Ayyadi Real Estate Company
https://www.bayut.sa/en/property/details-87674563.html,For annual rent a bachelor apartment in riyadh king faisal neighborhood - listing number 951,"22,000",Yearly,King Faisal,"King Faisal, East Riyadh, Riyadh",1,1,796 Sq. M.,Apartment,-8628,"Air Conditioning, Close to Main Roads, Electricity, Floor Number: 2, Sewerage, Water Supply",حي الملك فيصل بمدينة الرياض .,Unfurnished,28 May 2025,Rimaz Mishal Fraih AlMutairi,Al-Furaih Real Estate Company
https://www.bayut.sa/en/property/details-87597522.html,"Studio for rent in East Riyadh, Ashabia, Seville","22,000",Yearly,Ishbiliyah,"Ishbiliyah, East Riyadh, Riyadh",1,1,312 Sq. M.,Apartment,-5061,"Electricity, Fiber Optics, Fixed Phone, Flood Drainage, Sewerage, Water Supply",حي الصواري في مدينة الخبر,Unfurnished,2 May 2025,Oma Real Estate Services Company,Oma Real Estate4
https://www.bayut.sa/en/property/details-87626568.html,Sand neighborhood,"22,000",Yearly,Al Rimal,"Al Rimal, East Riyadh, Riyadh",1,1,"2,646 Sq. M.",Rest House,-2525,"Electricity, Fiber Optics, Water Supply",حي الرمال في مدينة الرياض,Unfurnished,12 June 2025,Dar Al Ayyadi Real Estate Company,Dar Al Ayyadi Real Estate Company
https://www.bayut.sa/en/property/details-87674563.html,For annual rent a bachelor apartment in riyadh king faisal neighborhood - listing number 951,"22,000",Yearly,King Faisal,"King Faisal, East Riyadh, Riyadh",1,1,796 Sq. M.,Apartment,-8628,"Air Conditioning, Close to Main Roads, Electricity, Floor Number: 2, Sewerage, Water Supply",حي الملك فيصل بمدينة الرياض .,Unfurnished,28 May 2025,Rimaz Mishal Fraih AlMutairi,Al-Furaih Real Estate Company
https://www.bayut.sa/en/property/details-87597522.html,"Studio for rent in East Riyadh, Ashabia, Seville","22,000",Yearly,Ishbiliyah,"Ishbiliyah, East Riyadh, Riyadh",1,1,312 Sq. M.,Apartment,-5061,"Electricity, Fiber Optics, Fixed Phone, Flood Drainage, Sewerage, Water Supply",حي الصواري في مدينة الخبر,Unfurnished,2 May 2025,Oma Real Estate Services Company,Oma Real Estate4
https://www.bayut.sa/en/property/details-87626568.html,Sand neighborhood,"22,000",Yearly,Al Rimal,"Al Rimal, East Riyadh, Riyadh",1,1,"2,646 Sq. M.",Rest House,-2525,"Electricity, Fiber Optics, Water Supply",حي الرمال في مدينة الرياض,Unfurnished,12 June 2025,Dar Al Ayyadi Real Estate Company,Dar Al Ayyadi Real Estate Company
